ws,wd,freq_val
8,330,0.005383418
8,335,0.005103128
8,340,0.004822839
8,345,0.00454255
8,350,0.00426226
8,355,0.003981971
9,0,0.002654274
9,5,0.002412928
9,10,0.002171582
9,15,0.001930236
9,20,0.00168889
9,25,0.001447544
9,30,0.001206198
9,35,0.001375003
9,40,0.001543808
9,45,0.001712613
9,50,0.001881419
9,55,0.002050224
9,60,0.002219029
9,65,0.002277448
9,70,0.002335866
9,75,0.002394285
9,80,0.002452704
9,85,0.002511122
9,90,0.002569541
9,95,0.003052608
9,100,0.003535675
9,105,0.004018742
9,110,0.004501809
9,115,0.004984876
9,120,0.005467943
9,125,0.005509125
9,130,0.005550307
9,135,0.005591489
9,140,0.005632671
9,145,0.005673853
9,150,0.005715034
9,155,0.006224562
9,160,0.006734089
9,165,0.007243616
9,170,0.007753143
9,175,0.00826267
9,180,0.008772198
9,185,0.00975935
9,190,0.010746503
9,195,0.011733655
9,200,0.012720808
9,205,0.01370796
9,210,0.014695113
9,215,0.014435844
9,220,0.014176575
9,225,0.013917307
9,230,0.013658038
9,235,0.01339877
9,240,0.013139501
9,245,0.01280598
9,250,0.01247246
9,255,0.012138939
9,260,0.011805418
9,265,0.011471897
9,270,0.011138376
9,275,0.010185475
9,280,0.009232574
9,285,0.008279673
9,290,0.007326772
9,295,0.006373871
9,300,0.005420969
9,305,0.005289945
9,310,0.005158921
9,315,0.005027897
9,320,0.004896873
9,325,0.004765849
9,330,0.004634825
9,335,0.004304733
9,340,0.003974641
9,345,0.00364455
9,350,0.003314458
9,355,0.002984366
10,0,0.00226503
10,5,0.002051382
10,10,0.001837734
10,15,0.001624085
10,20,0.001410437
10,25,0.001196789
10,30,0.000983141
10,35,0.00104376
10,40,0.001104379
10,45,0.001164999
10,50,0.001225618
10,55,0.001286237
10,60,0.001346857
10,65,0.001502581
10,70,0.001658306
10,75,0.00181403
10,80,0.001969755
10,85,0.00212548
10,90,0.002281204
10,95,0.002654118
10,100,0.003027031
10,105,0.003399944
10,110,0.003772858
10,115,0.004145771
10,120,0.004518685
10,125,0.004718266
10,130,0.004917848
10,135,0.005117429
10,140,0.005317011
10,145,0.005516593
10,150,0.005716174
10,155,0.006158735
10,160,0.006601296
10,165,0.007043857
10,170,0.007486418
10,175,0.007928978
10,180,0.008371539
10,185,0.009425892
10,190,0.010480244
10,195,0.011534597
10,200,0.01258895
10,205,0.013643302
10,210,0.014697655
10,215,0.014270825
10,220,0.013843996
10,225,0.013417166
10,230,0.012990336
10,235,0.012563507
10,240,0.012136677
10,245,0.011590152
10,250,0.011043627
10,255,0.010497101
10,260,0.009950576
10,265,0.009404051
10,270,0.008857526
10,275,0.008149669
10,280,0.007441812
10,285,0.006733956
10,290,0.006026099
10,295,0.005318242
10,300,0.004610385
10,305,0.004447878
10,310,0.004285371
10,315,0.004122865
10,320,0.003960358
10,325,0.003797851
10,330,0.003635344
10,335,0.003406958
10,340,0.003178573
10,345,0.002950187
10,350,0.002721801
10,355,0.002493416
11,0,0.002121249
11,5,0.00194518
11,10,0.001769112
11,15,0.001593044
11,20,0.001416975
11,25,0.001240907
11,30,0.001064838
11,35,0.001039824
11,40,0.001014811
11,45,0.000989797
11,50,0.000964783
11,55,0.000939769
11,60,0.000914755
11,65,0.001036835
11,70,0.001158914
11,75,0.001280993
11,80,0.001403073
11,85,0.001525152
11,90,0.001647231
11,95,0.001988014
11,100,0.002328797
11,105,0.002669581
11,110,0.003010364
11,115,0.003351147
11,120,0.00369193
11,125,0.003976449
11,130,0.004260969
11,135,0.004545489
11,140,0.004830008
11,145,0.005114528
11,150,0.005399047
11,155,0.005783309
11,160,0.006167572
11,165,0.006551834
11,170,0.006936096
11,175,0.007320358
11,180,0.00770462
11,185,0.008722194
11,190,0.009739767
11,195,0.01075734
11,200,0.011774913
11,205,0.012792486
11,210,0.013810059
11,215,0.01335617
11,220,0.012902282
11,225,0.012448393
11,230,0.011994504
11,235,0.011540616
11,240,0.011086727
11,245,0.010351807
11,250,0.009616887
11,255,0.008881967
11,260,0.008147048
11,265,0.007412128
11,270,0.006677208
11,275,0.006204945
11,280,0.005732683
11,285,0.00526042
11,290,0.004788158
11,295,0.004315895
11,300,0.003843633
11,305,0.003696628
11,310,0.003549624
11,315,0.003402619
11,320,0.003255614
11,325,0.00310861
11,330,0.002961605
11,335,0.002821546
11,340,0.002681486
11,345,0.002541427
11,350,0.002401368
11,355,0.002261308
12,0,0.001891335
12,5,0.001711556
12,10,0.001531777
12,15,0.001351997
12,20,0.001172218
12,25,0.000992439
12,30,0.000812659
12,35,0.000780354
12,40,0.000748048
12,45,0.000715742
12,50,0.000683437
12,55,0.000651131
12,60,0.000618825
12,65,0.000719631
12,70,0.000820436
12,75,0.000921242
12,80,0.001022047
12,85,0.001122853
12,90,0.001223659
12,95,0.001550308
12,100,0.001876958
12,105,0.002203607
12,110,0.002530257
12,115,0.002856906
12,120,0.003183556
12,125,0.003440065
12,130,0.003696574
12,135,0.003953084
12,140,0.004209593
12,145,0.004466102
12,150,0.004722612
12,155,0.004896738
12,160,0.005070864
12,165,0.00524499
12,170,0.005419116
12,175,0.005593242
12,180,0.005767369
12,185,0.006815693
12,190,0.007864017
12,195,0.008912341
12,200,0.009960665
12,205,0.011008989
12,210,0.012057313
12,215,0.011651415
12,220,0.011245518
12,225,0.01083962
12,230,0.010433722
12,235,0.010027824
12,240,0.009621926
12,245,0.008823723
12,250,0.00802552
12,255,0.007227317
12,260,0.006429114
12,265,0.00563091
12,270,0.004832707
12,275,0.004489589
12,280,0.004146471
12,285,0.003803353
12,290,0.003460235
12,295,0.003117117
12,300,0.002773999
12,305,0.002700764
12,310,0.002627528
12,315,0.002554293
12,320,0.002481057
12,325,0.002407822
12,330,0.002334586
12,335,0.002260711
12,340,0.002186836
12,345,0.002112961
12,350,0.002039085
12,355,0.00196521
13,0,0.001311387
13,5,0.001185636
13,10,0.001059885
13,15,0.000934133
13,20,0.000808382
13,25,0.000682631
13,30,0.00055688
13,35,0.000522944
13,40,0.000489008
13,45,0.000455072
13,50,0.000421136
13,55,0.000387199
13,60,0.000353263
13,65,0.000454042
13,70,0.000554822
13,75,0.000655601
13,80,0.00075638
13,85,0.000857159
13,90,0.000957938
13,95,0.001207836
13,100,0.001457734
13,105,0.001707632
13,110,0.00195753
13,115,0.002207428
13,120,0.002457326
13,125,0.0026607
13,130,0.002864075
13,135,0.00306745
13,140,0.003270824
13,145,0.003474199
13,150,0.003677573
13,155,0.003738868
13,160,0.003800163
13,165,0.003861458
13,170,0.003922754
13,175,0.003984049
13,180,0.004045344
13,185,0.005041654
13,190,0.006037964
13,195,0.007034274
13,200,0.008030584
13,205,0.009026894
13,210,0.010023205
13,215,0.00967459
13,220,0.009325976
13,225,0.008977362
13,230,0.008628748
13,235,0.008280133
13,240,0.007931519
13,245,0.007164584
13,250,0.006397648
13,255,0.005630713
13,260,0.004863777
13,265,0.004096842
13,270,0.003329907
13,275,0.003103401
13,280,0.002876895
13,285,0.002650389
13,290,0.002423883
13,295,0.002197377
13,300,0.001970871
13,305,0.001936522
13,310,0.001902172
13,315,0.001867823
13,320,0.001833474
13,325,0.001799125
13,330,0.001764775
13,335,0.001689211
13,340,0.001613646
13,345,0.001538081
13,350,0.001462516
13,355,0.001386952
14,0,0.000937322
14,5,0.000840426
14,10,0.000743531
14,15,0.000646636
14,20,0.000549741
14,25,0.000452846
14,30,0.000355951
14,35,0.000322852
14,40,0.000289752
14,45,0.000256653
14,50,0.000223553
14,55,0.000190454
14,60,0.000157355
14,65,0.000259794
14,70,0.000362234
14,75,0.000464674
14,80,0.000567114
14,85,0.000669554
14,90,0.000771994
14,95,0.000933499
14,100,0.001095003
14,105,0.001256508
14,110,0.001418012
14,115,0.001579517
14,120,0.001741021
14,125,0.00191447
14,130,0.00208792
14,135,0.002261369
14,140,0.002434819
14,145,0.002608268
14,150,0.002781718
14,155,0.002823541
14,160,0.002865364
14,165,0.002907187
14,170,0.00294901
14,175,0.002990833
14,180,0.003032656
14,185,0.003817144
14,190,0.004601631
14,195,0.005386119
14,200,0.006170607
14,205,0.006955095
14,210,0.007739583
14,215,0.007482599
14,220,0.007225615
14,225,0.006968631
14,230,0.006711647
14,235,0.006454663
14,240,0.00619768
14,245,0.005558832
14,250,0.004919984
14,255,0.004281137
14,260,0.003642289
14,265,0.003003441
14,270,0.002364593
14,275,0.002189996
14,280,0.002015399
14,285,0.001840801
14,290,0.001666204
14,295,0.001491607
14,300,0.00131701
14,305,0.001261435
14,310,0.00120586
14,315,0.001150286
14,320,0.001094711
14,325,0.001039136
14,330,0.000983562
14,335,0.000975855
14,340,0.000968148
14,345,0.000960442
14,350,0.000952735
14,355,0.000945028
15,0,0.000958479
15,5,0.000841545
15,10,0.000724612
15,15,0.000607678
15,20,0.000490745
15,25,0.000373811
15,30,0.000256878
15,35,0.000223074
15,40,0.000189271
15,45,0.000155467
15,50,0.000121664
15,55,8.78606E-05
15,60,5.40571E-05
15,65,0.000152897
15,70,0.000251738
15,75,0.000350578
15,80,0.000449418
15,85,0.000548259
15,90,0.000647099
15,95,0.000747754
15,100,0.000848409
15,105,0.000949065
15,110,0.00104972
15,115,0.001150375
15,120,0.00125103
15,125,0.001359286
15,130,0.001467542
15,135,0.001575798
15,140,0.001684054
15,145,0.00179231
15,150,0.001900566
15,155,0.001938762
15,160,0.001976957
15,165,0.002015153
15,170,0.002053349
15,175,0.002091544
15,180,0.00212974
15,185,0.002610572
15,190,0.003091403
15,195,0.003572235
15,200,0.004053066
15,205,0.004533898
15,210,0.005014729
15,215,0.004920367
15,220,0.004826004
15,225,0.004731641
15,230,0.004637278
15,235,0.004542915
15,240,0.004448552
15,245,0.003964275
15,250,0.003479999
15,255,0.002995723
15,260,0.002511446
15,265,0.00202717
15,270,0.001542893
15,275,0.00142574
15,280,0.001308586
15,285,0.001191433
15,290,0.001074279
15,295,0.000957126
15,300,0.000839973
15,305,0.000766607
15,310,0.00069324
15,315,0.000619874
15,320,0.000546508
15,325,0.000473142
15,330,0.000399776
15,335,0.000492893
15,340,0.00058601
15,345,0.000679127
15,350,0.000772245
15,355,0.000865362
16,0,0.000745374
16,5,0.000664613
16,10,0.000583851
16,15,0.00050309
16,20,0.000422329
16,25,0.000341568
16,30,0.000260807
16,35,0.000219747
16,40,0.000178687
16,45,0.000137628
16,50,9.65679E-05
16,55,5.55081E-05
16,60,1.44483E-05
16,65,7.97921E-05
16,70,0.000145136
16,75,0.000210479
16,80,0.000275823
16,85,0.000341167
16,90,0.000406511
16,95,0.000484098
16,100,0.000561685
16,105,0.000639273
16,110,0.00071686
16,115,0.000794447
16,120,0.000872035
16,125,0.000958184
16,130,0.001044332
16,135,0.001130481
16,140,0.00121663
16,145,0.001302779
16,150,0.001388928
16,155,0.001371647
16,160,0.001354367
16,165,0.001337086
16,170,0.001319806
16,175,0.001302526
16,180,0.001285245
16,185,0.00165352
16,190,0.002021795
16,195,0.00239007
16,200,0.002758345
16,205,0.00312662
16,210,0.003494894
16,215,0.003450871
16,220,0.003406847
16,225,0.003362823
16,230,0.003318799
16,235,0.003274775
16,240,0.003230751
16,245,0.002850193
16,250,0.002469636
16,255,0.002089078
16,260,0.00170852
16,265,0.001327963
16,270,0.000947405
16,275,0.000890558
16,280,0.000833711
16,285,0.000776863
16,290,0.000720016
16,295,0.000663169
16,300,0.000606322
16,305,0.000538648
16,310,0.000470974
16,315,0.0004033
16,320,0.000335626
16,325,0.000267953
16,330,0.000200279
16,335,0.000291128
16,340,0.000381977
16,345,0.000472826
16,350,0.000563675
16,355,0.000654525
17,0,0.00049873
17,5,0.000442597
17,10,0.000386465
17,15,0.000330332
17,20,0.0002742
17,25,0.000218068
17,30,0.000161935
17,35,0.000136463
17,40,0.000110991
17,45,8.55193E-05
17,50,6.00473E-05
17,55,3.45754E-05
17,60,9.10342E-06
17,65,3.22126E-05
17,70,5.53219E-05
17,75,7.84311E-05
17,80,0.00010154
17,85,0.00012465
17,90,0.000147759
17,95,0.000211835
17,100,0.000275911
17,105,0.000339987
17,110,0.000404063
17,115,0.00046814
17,120,0.000532216
17,125,0.000624226
17,130,0.000716236
17,135,0.000808247
17,140,0.000900257
17,145,0.000992267
17,150,0.001084278
17,155,0.001059662
17,160,0.001035047
17,165,0.001010431
17,170,0.000985816
17,175,0.0009612
17,180,0.000936585
17,185,0.001239265
17,190,0.001541946
17,195,0.001844627
17,200,0.002147307
17,205,0.002449988
17,210,0.002752669
17,215,0.002705115
17,220,0.002657561
17,225,0.002610008
17,230,0.002562454
17,235,0.0025149
17,240,0.002467346
17,245,0.002169616
17,250,0.001871885
17,255,0.001574154
17,260,0.001276424
17,265,0.000978693
17,270,0.000680962
17,275,0.000627643
17,280,0.000574323
17,285,0.000521004
17,290,0.000467684
17,295,0.000414365
17,300,0.000361046
17,305,0.000320124
17,310,0.000279203
17,315,0.000238281
17,320,0.00019736
17,325,0.000156438
17,330,0.000115517
17,335,0.000179385
17,340,0.000243254
17,345,0.000307123
17,350,0.000370992
17,355,0.000434861
18,0,0.000310323
18,5,0.000274995
18,10,0.000239667
18,15,0.000204339
18,20,0.000169011
18,25,0.000133683
18,30,9.83545E-05
18,35,8.28585E-05
18,40,6.73625E-05
18,45,5.18665E-05
18,50,3.63705E-05
18,55,2.08745E-05
18,60,5.37848E-06
18,65,1.08744E-05
18,70,1.63703E-05
18,75,2.18663E-05
18,80,2.73622E-05
18,85,3.28581E-05
18,90,3.8354E-05
18,95,7.34839E-05
18,100,0.000108614
18,105,0.000143744
18,110,0.000178874
18,115,0.000214004
18,120,0.000249133
18,125,0.000304611
18,130,0.000360089
18,135,0.000415566
18,140,0.000471044
18,145,0.000526522
18,150,0.000581999
18,155,0.000639374
18,160,0.000696748
18,165,0.000754122
18,170,0.000811497
18,175,0.000868871
18,180,0.000926245
18,185,0.001070558
18,190,0.001214872
18,195,0.001359185
18,200,0.001503498
18,205,0.001647811
18,210,0.001792125
18,215,0.00180006
18,220,0.001807994
18,225,0.001815929
18,230,0.001823864
18,235,0.001831799
18,240,0.001839734
18,245,0.001619395
18,250,0.001399056
18,255,0.001178717
18,260,0.000958378
18,265,0.000738039
18,270,0.0005177
18,275,0.000456919
18,280,0.000396137
18,285,0.000335356
18,290,0.000274575
18,295,0.000213794
18,300,0.000153012
18,305,0.000134993
18,310,0.000116973
18,315,9.89539E-05
18,320,8.09344E-05
18,325,6.2915E-05
18,330,4.48955E-05
18,335,8.91334E-05
18,340,0.000133371
18,345,0.000177609
18,350,0.000221847
18,355,0.000266085
19,0,0.000152967
19,5,0.000140445
19,10,0.000127924
19,15,0.000115402
19,20,0.000102881
19,25,9.03592E-05
19,30,7.78376E-05
19,35,6.49901E-05
19,40,5.21426E-05
19,45,3.9295E-05
19,50,2.64475E-05
19,55,1.36E-05
19,60,7.5247E-07
